Word,Documents (With Count)
exclusiva,"[(27, 1), (603, 1), (627, 1)]"
espanhóis,"[(27, 1)]"
radicalismo,"[(27, 1), (252, 1)]"
senadora,"[(27, 4), (479, 1)]"
restrições,"[(27, 1)]"
programa.desde,"[(27, 1)]"
está,"[(27, 9)]"
cuba,"[(27, 1), (174, 1), (251, 1), (429, 2), (597, 2)]"
amargura,"[(27, 1)]"
pois,"[(27, 3), (33, 1), (61, 1), (76, 1), (98, 1), (102, 2), (103, 1), (118, 1), (119, 1), (121, 1), (138, 3), (162, 1), (174, 1), (179, 1), (185, 1), (212, 1), (223, 1), (229, 3), (235, 1), (237, 1), (239, 1), (249, 1), (250, 1), (266, 1), (268, 1), (273, 3), (289, 4), (294, 2), (396, 1), (409, 2), (418, 2), (430, 1), (457, 1), (465, 5), (466, 2), (470, 2), (517, 1), (519, 1), (525, 1), (560, 1), (572, 2), (582, 1)]"
luz,"[(27, 1), (55, 2), (82, 2), (243, 2), (278, 1), (295, 1), (406, 1), (599, 1)]"
riqueza,"[(27, 1), (76, 1), (112, 1), (179, 1), (194, 1), (208, 1), (210, 1), (572, 2), (579, 1)]"
concordam,"[(27, 1), (174, 1), (309, 1), (365, 1)]"
quê,"[(27, 1)]"
floresta,"[(27, 1), (132, 1), (582, 2)]"
extraordinárias,"[(27, 1)]"
indiferença,"[(27, 1)]"
decepcionadas,"[(27, 1)]"
sofrendo,"[(27, 1), (48, 1), (166, 1), (289, 1), (462, 1), (577, 3)]"
participei,"[(27, 1)]"
xeque,"[(27, 4), (105, 1), (355, 1)]"
aconteceram,"[(27, 1), (508, 1), (582, 1), (633, 1)]"
democrático,"[(27, 1)]"
última,"[(27, 1)]"
preocupada,"[(27, 1), (103, 1), (114, 1)]"
plano,"[(27, 3), (57, 1), (113, 1), (122, 1), (134, 1), (166, 2), (167, 1), (179, 1), (229, 1), (283, 1), (294, 2), (427, 1), (444, 1), (455, 1), (471, 1), (505, 4), (520, 1), (572, 2), (573, 1), (584, 1)]"
termos,"[(27, 1), (37, 1), (48, 1), (68, 1), (72, 1), (130, 1), (164, 1), (249, 1), (251, 1), (283, 2), (289, 3), (331, 2), (380, 1), (514, 1), (545, 1), (560, 1), (568, 1), (597, 1)]"
senão,"[(27, 1)]"
cabeça,"[(27, 1)]"
realizado,"[(27, 1), (52, 1), (82, 1), (104, 1), (113, 1), (166, 1), (566, 1), (603, 1)]"
escândalo,"[(27, 1)]"
espero,"[(27, 3), (113, 1), (185, 1), (192, 1), (249, 1), (480, 1), (603, 1)]"
acontecendo,"[(27, 1), (51, 1), (55, 4), (73, 1), (98, 1), (549, 1), (603, 1)]"
brasil.o,"[(27, 1), (51, 1), (76, 1), (149, 1), (163, 1), (194, 1), (406, 1)]"
particular,"[(27, 1), (40, 1), (158, 1), (345, 1), (451, 1), (506, 1)]"
defeitos,"[(27, 1), (112, 1)]"
desumanidade,"[(27, 1), (519, 1)]"
precisam,"[(27, 1), (118, 1), (172, 1), (237, 1), (252, 1), (488, 1), (519, 4), (525, 1), (566, 1), (613, 1), (627, 1)]"
conduziu,"[(27, 1)]"
revoluções,"[(27, 1)]"
pretensão,"[(27, 1)]"
populações,"[(27, 2)]"
tribunal,"[(27, 3), (55, 2), (57, 2), (61, 1), (62, 4), (102, 6), (103, 2), (105, 1), (123, 1), (130, 1), (132, 1), (179, 2), (212, 1), (223, 2), (224, 1), (266, 1), (283, 1), (289, 1), (367, 1), (368, 1), (398, 1), (424, 2), (454, 1), (465, 2), (480, 1), (484, 1), (525, 1), (549, 1), (566, 1), (583, 1), (584, 1), (586, 1), (600, 1), (631, 2)]"
paralelo,"[(27, 1), (94, 1), (283, 1), (445, 1), (480, 1), (502, 1), (603, 1)]"
le,"[(27, 3), (480, 2)]"
poderes,"[(27, 1), (61, 2), (297, 1), (367, 2), (376, 2), (380, 2), (519, 1), (542, 1), (583, 1), (611, 1)]"
viktor,"[(27, 1)]"
colocaram,"[(27, 1), (55, 2), (384, 1)]"
declarações,"[(27, 2)]"
senti,"[(27, 1), (559, 1), (581, 1)]"
sequência,"[(27, 1)]"
relembra,"[(27, 1), (174, 1), (471, 1)]"
marine,"[(27, 2)]"
montanhas,"[(27, 1), (34, 1)]"
atiradores,"[(27, 1)]"
comum,"[(27, 3), (51, 1), (62, 1), (102, 1), (137, 1), (166, 1), (198, 1), (207, 1), (360, 1), (433, 1), (450, 1), (519, 1), (544, 1), (555, 1), (559, 1), (573, 2), (582, 1), (585, 1), (600, 1), (615, 1)]"
socialdemocracia,"[(27, 1)]"
orçamentárias,"[(27, 1)]"
planeta,"[(27, 1), (133, 1), (153, 1), (465, 1), (470, 1), (632, 1)]"
dá,"[(27, 1)]"
época.a,"[(27, 1)]"
popularidade,"[(27, 1), (96, 1), (114, 1), (147, 4), (309, 1), (403, 1), (486, 1)]"
mostrar,"[(27, 1), (30, 1), (68, 1), (102, 1), (108, 1), (157, 1), (158, 1), (168, 1), (239, 1), (251, 2), (252, 1), (273, 1), (289, 1), (306, 1), (368, 1), (394, 1), (403, 1), (404, 1), (406, 1), (409, 1), (486, 1), (534, 1), (572, 1), (583, 1), (593, 1), (623, 1), (633, 1)]"
certa,"[(27, 1), (28, 1), (102, 1), (166, 2), (179, 1), (289, 1), (295, 1), (457, 1), (519, 1), (525, 1), (545, 1), (568, 1), (593, 1)]"
falhou,"[(27, 1), (210, 1)]"
nomeada,"[(27, 1), (64, 1)]"
motivos,"[(27, 1), (102, 3), (118, 1), (132, 1), (138, 1), (147, 1), (198, 1), (245, 1), (252, 1), (266, 1), (307, 1), (465, 1), (466, 1), (577, 1), (627, 1)]"
consequência,"[(27, 1)]"
brasileiras,"[(27, 3), (57, 1), (62, 2), (76, 1), (104, 1), (123, 2), (130, 2), (243, 1), (251, 1), (260, 1), (266, 1), (300, 1), (318, 1), (345, 1), (367, 1), (514, 1), (525, 2), (545, 1), (550, 1), (566, 1), (609, 4), (611, 1)]"
associações,"[(27, 2)]"
perspectivas,"[(27, 1), (138, 1)]"
além,"[(27, 2)]"
explorados,"[(27, 1)]"
recente,"[(27, 1), (61, 1), (108, 1), (112, 1), (158, 1), (212, 1), (285, 1), (297, 1), (345, 1), (367, 1), (376, 2), (398, 1), (459, 1), (477, 1), (486, 1), (520, 1), (525, 1), (526, 1), (552, 1)]"
movimentos,"[(27, 3), (34, 1), (37, 1), (121, 2), (123, 1), (134, 1), (137, 1), (138, 2), (171, 1), (229, 1), (243, 1), (249, 1), (283, 2), (285, 1), (339, 1), (367, 1), (448, 1), (451, 1), (471, 1), (514, 1), (519, 2), (566, 3), (590, 2), (627, 1)]"
imparcial.eu,"[(27, 1)]"
mesquinharia,"[(27, 1), (160, 1)]"
contribuir,"[(27, 1), (232, 1), (551, 1), (559, 1), (572, 1), (632, 1)]"
pública,"[(27, 1)]"
espantalho,"[(27, 2), (264, 1)]"
visão,"[(27, 1)]"
lutar,"[(27, 1), (185, 1), (249, 1), (260, 1), (457, 1), (525, 2), (572, 1)]"
propuseram-me,"[(27, 1)]"
pensar,"[(27, 1), (30, 2), (57, 1), (162, 1), (179, 1), (379, 1), (534, 1), (573, 1), (615, 1)]"
visitá-lo,"[(27, 1)]"
total,"[(27, 2), (37, 1), (51, 1), (57, 1), (62, 1), (122, 1), (137, 1), (147, 1), (160, 1), (166, 3), (171, 2), (179, 2), (195, 1), (223, 1), (250, 1), (270, 1), (273, 1), (283, 2), (289, 1), (304, 1), (465, 1), (492, 2), (505, 1), (525, 1), (555, 1), (573, 1)]"
continuem,"[(27, 1), (243, 1)]"
afirma,"[(27, 2), (33, 1), (37, 1), (55, 1), (57, 3), (62, 1), (76, 3), (86, 1), (99, 1), (104, 2), (121, 4), (123, 1), (129, 1), (162, 1), (179, 4), (192, 1), (208, 1), (229, 3), (232, 1), (237, 1), (289, 2), (324, 2), (376, 2), (378, 1), (380, 2), (454, 1), (477, 1), (484, 1), (520, 2), (561, 2), (566, 1), (568, 1), (577, 2), (582, 1), (583, 1), (585, 1), (627, 1), (635, 1)]"
clima,"[(27, 1), (57, 2), (148, 1), (167, 1), (179, 1), (239, 1), (264, 1), (345, 1), (367, 2), (379, 1), (471, 3), (488, 1), (526, 1), (534, 1), (596, 2), (611, 1), (623, 1)]"
querem,"[(27, 1), (55, 2), (57, 6), (82, 1), (157, 1), (163, 1), (174, 2), (223, 2), (236, 1), (248, 1), (251, 1), (283, 1), (288, 1), (289, 1), (300, 1), (304, 1), (447, 1), (477, 5), (492, 1), (526, 1), (552, 1), (573, 1)]"
buzyn.há,"[(27, 1)]"
esperança,"[(27, 5)]"
medo,"[(27, 5), (55, 5), (82, 1), (114, 1), (126, 1), (162, 1), (167, 1), (174, 3), (223, 1), (229, 1), (236, 1), (243, 5), (248, 1), (251, 2), (252, 2), (291, 2), (294, 1), (315, 1), (345, 1), (361, 1), (415, 1), (477, 1), (534, 1), (559, 1), (577, 2), (581, 4), (582, 1), (615, 1), (635, 2)]"
extrema,"[(27, 13), (37, 1), (57, 3), (121, 3), (224, 1), (263, 1), (282, 1), (367, 1), (378, 1), (471, 1), (525, 1), (548, 1), (627, 4)]"
noite,"[(27, 1), (30, 1), (55, 2), (67, 1), (69, 1), (108, 2), (119, 1), (167, 1), (201, 1), (236, 1), (268, 1), (270, 1), (277, 1), (278, 1), (295, 1), (360, 2), (417, 1), (442, 1), (457, 1), (506, 1), (514, 1), (561, 1), (577, 1), (627, 1)]"
cintos,"[(27, 1)]"
aguentavam,"[(27, 1), (525, 1)]"
creio,"[(27, 1), (174, 1), (316, 1)]"
desprovidas,"[(27, 1)]"
poupa,"[(27, 1), (318, 2)]"
saber,"[(27, 1), (28, 2), (30, 1), (40, 3), (48, 1), (57, 1), (61, 1), (62, 1), (63, 1), (97, 1), (114, 2), (124, 1), (126, 1), (130, 1), (158, 2), (167, 1), (174, 1), (185, 1), (208, 1), (219, 2), (223, 1), (249, 3), (252, 2), (295, 1), (320, 1), (394, 1), (395, 1), (398, 1), (457, 2), (477, 1), (480, 1), (486, 1), (534, 1), (550, 1), (560, 1), (568, 2), (582, 1), (586, 1), (603, 2)]"
imediatismo,"[(27, 1)]"
respeitado,"[(27, 1), (174, 1)]"
especialmente,"[(27, 1), (80, 1), (123, 2), (130, 1), (167, 1), (179, 2), (207, 1), (208, 2), (236, 1), (285, 1), (289, 1), (301, 1), (304, 1), (345, 1), (514, 1), (523, 1), (544, 1), (545, 3), (559, 1), (566, 1), (602, 1)]"
deixe,"[(27, 1), (165, 1)]"
manifestações,"[(27, 1)]"
manifestação,"[(27, 1)]"
compartilharia,"[(27, 1)]"
relação,"[(27, 6)]"
suprimiu,"[(27, 1)]"
presidenciais,"[(27, 2), (30, 1), (52, 1), (59, 1), (62, 1), (81, 1), (252, 1), (525, 1), (552, 1)]"
família,"[(27, 1)]"
positivo,"[(27, 1), (40, 1), (332, 1), (403, 1), (559, 1)]"
corrupto,"[(27, 1), (37, 1), (162, 1), (165, 1), (171, 1), (223, 2), (291, 1), (445, 1), (544, 1), (608, 1), (611, 2)]"
simplesmente,"[(27, 1), (121, 1), (137, 1), (145, 2), (147, 1), (185, 1), (207, 1), (264, 1), (324, 1), (340, 1), (525, 1), (585, 1), (609, 1)]"
próximas,"[(27, 1)]"
será,"[(27, 1)]"
rousseff,"[(27, 4), (37, 1), (81, 1), (119, 1), (145, 1), (182, 1), (212, 1), (216, 1), (219, 1), (480, 1), (501, 1), (525, 5), (535, 1), (566, 1), (584, 1), (627, 1)]"
dirigem,"[(27, 1)]"
fal,"[(27, 1)]"
migrantes,"[(27, 3), (514, 1)]"
confusão,"[(27, 1)]"
mostraram,"[(27, 1), (583, 1)]"
urgência,"[(27, 1)]"
caras,"[(27, 1), (76, 1)]"
encenação,"[(27, 1)]"
mantêm,"[(27, 1)]"
eleição,"[(27, 2)]"
julgo,"[(27, 1)]"
amorim,"[(27, 1), (534, 1)]"
lgbt,"[(27, 1), (64, 1), (243, 1), (289, 1), (545, 1), (600, 1), (627, 8)]"
reconhece,"[(27, 1), (102, 1), (237, 1), (252, 1), (309, 1), (324, 1), (407, 1), (562, 1), (583, 2)]"
botar,"[(27, 1), (55, 1), (223, 1), (432, 1), (458, 1), (508, 1), (542, 1), (544, 1), (603, 2), (622, 1)]"
longo,"[(27, 1), (30, 1), (55, 1), (93, 1), (122, 1), (130, 1), (132, 1), (145, 1), (158, 1), (160, 1), (166, 1), (223, 1), (232, 1), (252, 1), (283, 1), (289, 1), (379, 1), (398, 1), (433, 1), (496, 1), (505, 1), (545, 1), (573, 1), (577, 1), (613, 1)]"
negra,"[(27, 1), (33, 1), (55, 3), (114, 1), (146, 1), (174, 1), (236, 1), (251, 2), (373, 1), (403, 1), (433, 1), (448, 5), (471, 1), (483, 3), (492, 1), (545, 1)]"
sei,"[(27, 1), (55, 1), (92, 1), (132, 1), (158, 1), (200, 1), (223, 5), (252, 2), (278, 1), (340, 1), (384, 1), (501, 1), (526, 1), (549, 1), (577, 1), (579, 1), (615, 2), (627, 2)]"
cultura,"[(27, 1), (55, 1), (157, 1), (162, 1), (167, 1), (171, 2), (174, 3), (208, 1), (252, 2), (276, 2), (278, 9), (283, 1), (465, 1), (470, 1), (559, 2), (566, 1)]"
tomada,"[(27, 1), (86, 1), (103, 1), (158, 1), (264, 1), (304, 1), (375, 1), (573, 1)]"
serviço,"[(27, 1)]"
reeleita,"[(27, 1), (525, 1)]"
representante,"[(27, 1), (28, 1), (33, 1), (103, 1), (108, 1), (138, 1), (266, 1), (331, 1), (514, 1), (544, 1), (566, 1), (572, 1), (590, 1), (627, 1)]"
obrigados,"[(27, 1), (182, 1), (365, 1), (534, 1)]"
pequenez,"[(27, 1)]"
democracia,"[(27, 5), (37, 2), (51, 4), (52, 1), (63, 1), (64, 1), (102, 3), (108, 2), (122, 1), (133, 1), (145, 1), (146, 4), (171, 5), (223, 2), (236, 1), (248, 3), (249, 1), (251, 1), (252, 2), (260, 2), (276, 1), (280, 1), (289, 1), (365, 5), (367, 1), (406, 1), (442, 1), (445, 1), (471, 1), (484, 1), (501, 1), (514, 1), (519, 1), (525, 1), (526, 2), (534, 1), (545, 1), (572, 3), (573, 7), (584, 3), (603, 1), (608, 1), (627, 4)]"
orquestrada,"[(27, 1), (457, 1), (627, 2)]"
saírem,"[(27, 1)]"
corpos,"[(27, 1), (61, 1), (119, 1), (122, 1), (236, 1), (327, 1), (433, 1), (477, 1), (496, 1), (519, 1), (568, 1), (627, 1)]"
quanto,"[(27, 3), (40, 1), (55, 1), (62, 2), (68, 1), (72, 1), (80, 1), (97, 1), (98, 1), (99, 1), (104, 1), (112, 1), (127, 1), (128, 1), (137, 1), (158, 3), (160, 1), (162, 1), (167, 1), (174, 1), (194, 1), (207, 2), (212, 1), (214, 1), (237, 1), (249, 1), (252, 1), (266, 1), (268, 1), (272, 1), (289, 1), (297, 2), (306, 1), (308, 1), (320, 1), (354, 1), (384, 1), (404, 1), (430, 1), (442, 1), (444, 1), (477, 1), (480, 1), (483, 1), (488, 1), (502, 1), (534, 1), (559, 1), (562, 1), (568, 3), (579, 1), (582, 1), (585, 1)]"
escândalos,"[(27, 1)]"
desprezados,"[(27, 1)]"
presido,"[(27, 1)]"
situação,"[(27, 1)]"
privilegiados,"[(27, 1), (28, 1), (171, 1), (195, 1)]"
bolsonaro.nesta,"[(27, 1)]"
possíveis,"[(27, 1)]"
mobilização,"[(27, 3)]"
ricos,"[(27, 5), (55, 2), (127, 1), (179, 1), (182, 1), (256, 1), (288, 1), (466, 1), (519, 1)]"
nós,"[(27, 2)]"
difusão,"[(27, 1)]"
fatos,"[(27, 1), (48, 1), (56, 2), (82, 1), (105, 1), (126, 1), (192, 1), (223, 1), (239, 1), (248, 1), (277, 1), (282, 1), (294, 1), (372, 1), (398, 2), (445, 1), (448, 1), (525, 1), (542, 1), (560, 1)]"
crianças,"[(27, 1)]"
classe,"[(27, 2), (37, 1), (55, 1), (57, 1), (63, 1), (68, 1), (114, 1), (134, 1), (157, 1), (162, 1), (182, 1), (194, 1), (291, 1), (373, 1), (445, 1), (488, 1), (496, 1), (525, 1), (559, 1), (579, 2), (590, 1)]"
efetivamente,"[(27, 1), (61, 1), (62, 1), (63, 1), (630, 1)]"
incitação,"[(27, 4)]"
cobriu,"[(27, 1)]"
pra,"[(27, 1), (30, 1), (33, 1), (55, 1), (57, 1), (68, 1), (132, 2), (167, 1), (168, 1), (239, 2), (249, 14), (279, 1), (283, 1), (289, 1), (327, 1), (346, 1), (376, 2), (384, 1), (398, 1), (400, 1), (443, 1), (459, 2), (480, 1), (483, 1), (492, 1), (508, 1), (534, 1), (544, 1), (557, 2), (559, 4), (568, 1), (577, 2), (599, 1), (624, 1), (625, 1), (627, 1), (629, 2)]"
humano,"[(27, 1), (118, 1), (251, 1), (291, 1)]"
enfraquecidos,"[(27, 1)]"
devolver,"[(27, 1), (590, 1), (603, 1)]"
brasil.e,"[(27, 1)]"
agnès,"[(27, 1)]"
tomar,"[(27, 1), (51, 1), (63, 1), (68, 1), (72, 1), (123, 1), (137, 1), (153, 1), (252, 1), (303, 1), (307, 1), (443, 2), (446, 1), (560, 1), (597, 1), (602, 1), (611, 1)]"
veículos,"[(27, 1)]"
iniciativa,"[(27, 1), (56, 1), (118, 1), (122, 1), (166, 1), (182, 1), (237, 1), (288, 1), (380, 1), (444, 1), (523, 1), (545, 1), (585, 1), (597, 1)]"
brasil.quando,"[(27, 1), (568, 1)]"
indígenas,"[(27, 1)]"
precisa-se,"[(27, 2)]"
europeias,"[(27, 1), (572, 1)]"
estão,"[(27, 4)]"
migrantes.em,"[(27, 1)]"
aqui,"[(27, 1), (33, 1), (46, 1), (55, 2), (57, 1), (68, 1), (72, 1), (82, 2), (102, 1), (127, 2), (137, 1), (146, 1), (148, 1), (153, 1), (162, 1), (167, 1), (193, 1), (195, 1), (207, 1), (208, 2), (223, 4), (249, 3), (251, 1), (252, 2), (272, 1), (277, 2), (278, 1), (282, 1), (302, 1), (306, 5), (309, 1), (327, 1), (355, 1), (403, 1), (407, 1), (408, 1), (424, 1), (433, 1), (442, 1), (443, 2), (449, 1), (452, 1), (457, 1), (458, 1), (471, 1), (477, 2), (478, 1), (501, 1), (534, 1), (542, 1), (549, 2), (557, 1), (559, 2), (577, 1), (585, 1), (594, 1), (596, 1), (599, 1), (603, 1), (609, 1), (611, 1), (627, 2), (628, 1), (629, 1)]"
envolve,"[(27, 1), (76, 1), (103, 1), (212, 1), (433, 1), (568, 1), (632, 1)]"
dizemos,"[(27, 1)]"
acredito,"[(27, 1), (73, 2), (123, 1), (134, 1), (174, 1), (249, 3), (514, 1)]"
precisamos,"[(27, 2), (52, 1), (128, 1), (177, 1), (208, 1), (237, 2), (252, 2), (260, 1)]"
falaram,"[(27, 1), (55, 1), (71, 1), (229, 1)]"
define,"[(27, 1), (76, 1), (103, 1), (133, 1), (289, 1), (477, 1), (526, 1)]"
adota,"[(27, 1)]"
concepção,"[(27, 1)]"
fez,"[(27, 2), (30, 1), (34, 2), (51, 1), (55, 1), (57, 2), (62, 2), (69, 1), (96, 1), (99, 1), (103, 1), (104, 1), (105, 1), (114, 1), (123, 1), (127, 1), (132, 1), (133, 1), (138, 2), (174, 1), (179, 1), (182, 1), (192, 1), (194, 1), (200, 1), (219, 1), (223, 1), (236, 1), (238, 1), (239, 1), (249, 2), (256, 1), (264, 1), (276, 1), (288, 1), (294, 2), (297, 1), (306, 1), (309, 1), (315, 2), (319, 1), (324, 1), (355, 1), (367, 2), (384, 1), (417, 1), (480, 1), (487, 1), (501, 1), (514, 1), (516, 1), (519, 1), (525, 4), (526, 2), (544, 1), (545, 1), (546, 1), (549, 1), (551, 1), (561, 1), (566, 1), (579, 3), (586, 1), (593, 1), (600, 1), (603, 2), (611, 1), (615, 2), (627, 5), (628, 1), (630, 1), (631, 1)]"
desconstrução,"[(27, 1)]"
mero,"[(27, 1), (256, 1), (603, 1)]"
delegação,"[(27, 1)]"
precisou-se,"[(27, 1)]"
rico,"[(27, 1), (55, 1), (158, 1), (304, 1), (433, 1)]"
virgindade,"[(27, 1), (628, 1)]"
contrapesos,"[(27, 1)]"
eleito,"[(27, 2), (33, 1), (46, 1), (57, 9), (59, 1), (62, 2), (162, 1), (185, 1), (209, 1), (214, 1), (223, 1), (276, 1), (309, 3), (324, 1), (346, 1), (365, 2), (388, 1), (397, 1), (514, 1), (566, 1), (583, 3), (611, 2), (627, 3)]"
participação,"[(27, 1)]"
mesmos,"[(27, 1), (51, 1), (61, 1), (63, 1), (219, 1), (232, 1), (248, 1), (291, 1), (410, 1), (559, 1), (572, 1), (582, 1)]"
estaremos,"[(27, 1), (223, 1), (249, 1), (252, 1), (534, 1), (586, 1)]"
decepcionada,"[(27, 1)]"
europeus,"[(27, 3), (433, 1), (582, 1), (583, 2)]"
diziam,"[(27, 1), (51, 1), (167, 1), (289, 1), (306, 1), (360, 1), (508, 1), (602, 1)]"
putin,"[(27, 1)]"
tratados,"[(27, 1), (34, 1), (62, 1), (128, 1), (327, 1), (545, 1), (560, 1)]"
votou,"[(27, 1), (36, 1), (99, 1), (114, 1), (323, 1), (514, 1)]"
terá,"[(27, 1)]"
amazônia,"[(27, 1)]"
falou,"[(27, 1), (46, 1), (82, 1), (174, 1), (192, 1), (219, 1), (224, 1), (252, 1), (268, 1), (276, 1), (306, 2), (355, 1), (443, 1), (458, 1), (508, 1), (532, 1), (581, 1), (603, 1), (615, 1), (627, 1)]"
financeiros,"[(27, 1), (130, 1), (158, 1), (302, 1)]"
assuntos,"[(27, 1), (128, 1), (172, 1), (229, 2), (239, 1), (249, 1), (279, 1), (289, 2), (365, 1), (372, 1), (496, 1), (582, 1), (590, 1), (615, 1), (633, 1)]"
tentamos,"[(27, 2), (207, 1)]"
bastante,"[(27, 3), (62, 1), (70, 1), (108, 1), (210, 1), (249, 1), (252, 1), (294, 1), (301, 2), (304, 1), (459, 1), (516, 1), (544, 1), (568, 1), (577, 1), (586, 1), (593, 1), (615, 1)]"
manchetes,"[(27, 1), (48, 1), (179, 1), (289, 1), (443, 1)]"
descontentamento,"[(27, 2), (91, 1)]"
tentei,"[(27, 1)]"
corajosa,"[(27, 1)]"
mudar,"[(27, 1), (36, 1), (57, 1), (98, 1), (114, 1), (127, 1), (130, 1), (137, 2), (145, 1), (153, 1), (158, 1), (182, 1), (212, 1), (249, 3), (252, 2), (268, 1), (278, 2), (291, 1), (354, 1), (355, 1), (367, 1), (534, 1), (567, 1), (577, 1), (590, 1), (593, 1), (611, 1)]"
desmatamento,"[(27, 1), (162, 1), (179, 1)]"
privilégios,"[(27, 1)]"
torturados,"[(27, 1), (171, 3), (285, 1)]"
aliás,"[(27, 1), (71, 1), (130, 2), (223, 1), (238, 1), (256, 1), (302, 1), (380, 1), (404, 1), (486, 2), (552, 1), (559, 1), (568, 2), (577, 1)]"
forças,"[(27, 1)]"
penso,"[(27, 6), (73, 1), (237, 1), (508, 1), (573, 2)]"
amazônica,"[(27, 1)]"
ataram,"[(27, 1)]"
independente,"[(27, 2), (62, 1), (174, 1), (287, 1), (289, 1), (300, 1), (448, 2), (585, 1), (594, 1)]"
abstenham,"[(27, 1)]"
guerras,"[(27, 1)]"
solução,"[(27, 1)]"
nazismo,"[(27, 1), (34, 4), (94, 1), (114, 1), (121, 11), (135, 1), (172, 5), (193, 1), (291, 1), (378, 1), (501, 1)]"
pobreza,"[(27, 1), (80, 1), (112, 1), (167, 1), (174, 1), (179, 3), (288, 1), (323, 1), (466, 1), (519, 1), (523, 1)]"
insistência,"[(27, 1)]"
falava,"[(27, 1), (52, 1), (55, 1), (167, 1), (174, 1), (252, 3), (394, 1), (457, 1)]"
espécie,"[(27, 2)]"
quais,"[(27, 1), (51, 1), (55, 2), (57, 1), (62, 1), (64, 1), (134, 1), (174, 1), (192, 1), (198, 1), (212, 2), (249, 1), (251, 1), (289, 2), (316, 1), (340, 1), (345, 1), (360, 1), (407, 1), (424, 2), (442, 2), (458, 1), (477, 1), (525, 1), (545, 1), (560, 1), (566, 1), (572, 1), (577, 1)]"
paralelamente,"[(27, 2), (118, 1)]"
ultraliberal,"[(27, 1), (195, 1)]"
quantidade,"[(27, 1), (108, 1), (128, 1), (146, 1), (249, 1), (458, 1), (465, 1), (573, 1)]"
ocultado,"[(27, 1)]"
cohen,"[(27, 1), (577, 1)]"
laurence,"[(27, 1)]"
possível,"[(27, 2)]"
europa,"[(27, 2), (34, 1), (37, 3), (121, 1), (256, 2), (264, 1), (526, 1)]"
podemos,"[(27, 4), (102, 1), (166, 1), (179, 1), (194, 1), (250, 1), (289, 1), (407, 2), (480, 1), (525, 1), (584, 1), (590, 1), (597, 2)]"
certas,"[(27, 1), (368, 1)]"
envolvido,"[(27, 1), (108, 1), (282, 1), (368, 1), (406, 1), (462, 1), (502, 1), (550, 1), (577, 2)]"
simbólico,"[(27, 1)]"
mídia,"[(27, 3)]"
escravagista,"[(27, 1)]"
preferível,"[(27, 2)]"
fato,"[(27, 1), (28, 1), (30, 1), (33, 3), (34, 1), (48, 1), (55, 2), (56, 1), (98, 1), (103, 1), (118, 1), (121, 1), (128, 2), (130, 2), (137, 1), (153, 1), (194, 2), (198, 1), (201, 1), (207, 3), (208, 1), (212, 2), (216, 1), (217, 1), (229, 1), (236, 1), (237, 2), (238, 1), (239, 1), (249, 5), (252, 5), (256, 1), (282, 1), (294, 2), (309, 1), (323, 1), (338, 2), (361, 1), (368, 1), (396, 2), (398, 7), (403, 1), (407, 1), (460, 1), (486, 1), (519, 1), (525, 3), (534, 2), (544, 1), (559, 1), (560, 1), (562, 1), (568, 2), (572, 1), (573, 1), (583, 1), (584, 1), (590, 1), (594, 1), (596, 1), (602, 3), (603, 1), (604, 1), (627, 2)]"
ato,"[(27, 1), (37, 11), (52, 2), (61, 11), (62, 2), (64, 1), (78, 1), (108, 2), (146, 20), (179, 1), (251, 1), (252, 3), (277, 1), (282, 1), (289, 1), (304, 1), (324, 3), (340, 1), (354, 1), (380, 3), (398, 1), (418, 1), (433, 1), (447, 1), (457, 1), (466, 1), (471, 7), (503, 1), (560, 1), (583, 2), (602, 1), (603, 1), (623, 1)]"
mantido,"[(27, 2), (505, 1)]"
problema,"[(27, 2), (46, 1), (70, 1), (80, 1), (102, 1), (127, 1), (129, 1), (138, 1), (153, 1), (172, 2), (174, 1), (179, 2), (192, 1), (210, 1), (237, 1), (249, 1), (252, 4), (264, 1), (268, 1), (273, 1), (291, 1), (297, 1), (345, 1), (355, 1), (367, 1), (376, 1), (384, 1), (404, 1), (445, 1), (448, 1), (466, 1), (505, 1), (514, 1), (552, 1), (567, 1), (568, 1), (572, 2), (586, 2), (594, 1), (597, 2)]"
fiz,"[(27, 2), (30, 1), (46, 1), (55, 1), (60, 1), (82, 1), (102, 1), (174, 5), (223, 1), (229, 1), (252, 3), (297, 1)]"
paris,"[(27, 5), (37, 1), (55, 1), (64, 4), (146, 1), (267, 1), (603, 1)]"
frança,"[(27, 25)]"
humanité,"[(27, 2)]"
mobilizadoras,"[(27, 1)]"
permitidas,"[(27, 1)]"
monde,"[(27, 1)]"
comemorando,"[(27, 1), (298, 1)]"
escalada,"[(27, 1), (379, 1), (427, 1), (429, 1), (534, 1), (632, 1)]"
frear,"[(27, 1), (145, 1)]"
hungria,"[(27, 1)]"
aquisitivo,"[(27, 1), (51, 1)]"
respeita,"[(27, 1), (223, 1), (549, 1), (557, 1), (629, 1)]"
nações,"[(27, 1)]"
acordadas,"[(27, 1)]"
quarta-feira.sou,"[(27, 1)]"
